source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Dalarna, Husby sn, Galnbo, Edske masugn",60.00,16.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-107"",""catalogNumber"":""S-A161-107"",""higherGeography"":""Europe; Sweden; Dalarna; Husby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Dalarna"",""locality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, gammal tomt."",""verbatimLocality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, gammal tomt."",""decimalLatitude"":""16.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Husby sn, Galnbo, Edske masugn"",""verbatimTokens"":[""Dalarna"",""Husby sn"",""Galnbo"",""Edske masugn""]}"
GBIF,s-fbo,"Dalarna, Husby sn, Galnbo, Edske masugn",60.00,16.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-106"",""catalogNumber"":""S-A161-106"",""higherGeography"":""Europe; Sweden; Dalarna; Husby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Dalarna"",""locality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusmark."",""verbatimLocality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusmark."",""decimalLatitude"":""16.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Husby sn, Galnbo, Edske masugn"",""verbatimTokens"":[""Dalarna"",""Husby sn"",""Galnbo"",""Edske masugn""]}"
GBIF,s-fbo,"Dalarna, Husby sn, Galnbo, Edske masugn",60.00,16.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-104"",""catalogNumber"":""S-A161-104"",""higherGeography"":""Europe; Sweden; Dalarna; Husby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Dalarna"",""locality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusig mark."",""verbatimLocality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusig mark."",""decimalLatitude"":""16.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Husby sn, Galnbo, Edske masugn"",""verbatimTokens"":[""Dalarna"",""Husby sn"",""Galnbo"",""Edske masugn""]}"
GBIF,s-fbo,"Dalarna, Husby sn, Galnbo, Edske masugn",60.00,16.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-102"",""catalogNumber"":""S-A161-102"",""higherGeography"":""Europe; Sweden; Dalarna; Husby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Dalarna"",""locality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, gräsmark."",""verbatimLocality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SSV om Edske masugn, strax N om grusväg, gammal bebyggelse, gräsmark."",""decimalLatitude"":""16.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Husby sn, Galnbo, Edske masugn"",""verbatimTokens"":[""Dalarna"",""Husby sn"",""Galnbo"",""Edske masugn""]}"
GBIF,s-fbo,"Dalarna, Husby sn, Galnbo, Edske masugn",60.00,16.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-98"",""catalogNumber"":""S-A161-98"",""higherGeography"":""Europe; Sweden; Dalarna; Husby"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Dalarna"",""locality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusig vägkant."",""verbatimLocality"":""Dalarna: Husby sn, 2050 m O om Galnbo, 400 m SV om Edske masugn, strax N om grusväg, gammal bebyggelse, grusig vägkant."",""decimalLatitude"":""16.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Husby sn, Galnbo, Edske masugn"",""verbatimTokens"":[""Dalarna"",""Husby sn"",""Galnbo"",""Edske masugn""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Björsjö, Björsjökyrkan, Sikvik, Vårvik",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-148"",""catalogNumber"":""S-A161-148"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, skogsdunge."",""verbatimLocality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, skogsdunge."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Björsjökyrkan, Sikvik, Vårvik"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Björsjö"",""Björsjökyrkan"",""Sikvik"",""Vårvik""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Björsjö, Björsjökyrkan, Sikvik, Vårvik",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-139"",""catalogNumber"":""S-A161-139"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 4150 m O om Bomhus, Björsjö, Björsjökyrkan, 300 m SO om Sikvik, fyren, Vårvik, stenig havsstrand."",""verbatimLocality"":""Gästrikland: Valbo sn, 4150 m O om Bomhus, Björsjö, Björsjökyrkan, 300 m SO om Sikvik, fyren, Vårvik, stenig havsstrand."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Björsjökyrkan, Sikvik, Vårvik"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Björsjö"",""Björsjökyrkan"",""Sikvik"",""Vårvik""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Björsjö, Björsjökyrkan, Sikvik, Vårvik",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-140"",""catalogNumber"":""S-A161-140"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, grusmark."",""verbatimLocality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, grusmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Björsjökyrkan, Sikvik, Vårvik"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Björsjö"",""Björsjökyrkan"",""Sikvik"",""Vårvik""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Björsjö, Björsjökyrkan, Sikvik, Vårvik",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-146"",""catalogNumber"":""S-A161-146"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, grusig gräsmark."",""verbatimLocality"":""Gästrikland: Valbo sn, 3950 m O om Bomhus, Björsjö, Björsjökyrkan, 400 m SSO om Sikvik, fyren, Vårvik, grusig gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Björsjökyrkan, Sikvik, Vårvik"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Björsjö"",""Björsjökyrkan"",""Sikvik"",""Vårvik""]}"
GBIF,s-fbo,"Södermanland, Aspö sn, Aspön, Aspö kyrka, Säby, Bädarn",59.48,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-149"",""catalogNumber"":""S-A161-149"",""higherGeography"":""Europe; Sweden; Södermanland; Aspö"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark, klipphällar."",""verbatimLocality"":""Södermanland: Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark, klipphällar."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.48""}","{""locationDisplayLabel"":""Aspö kyrka, Säby, Bädarn"",""verbatimTokens"":[""Södermanland"",""Aspö sn"",""Aspön"",""Aspö kyrka"",""Säby"",""Bädarn""]}"
GBIF,s-fbo,"Södermanland, Aspö sn, Aspön, Aspö kyrka, Säby, Bädarn",59.48,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-150"",""catalogNumber"":""S-A161-150"",""higherGeography"":""Europe; Sweden; Södermanland; Aspö"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO  om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark, klipphällar."",""verbatimLocality"":""Södermanland: Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO  om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark, klipphällar."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.48""}","{""locationDisplayLabel"":""Aspö kyrka, Säby, Bädarn"",""verbatimTokens"":[""Södermanland"",""Aspö sn"",""Aspön"",""Aspö kyrka"",""Säby"",""Bädarn""]}"
GBIF,s-fbo,"Södermanland, Aspö sn, Aspön, Aspö kyrka, Säby, Bädarn",59.48,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-166"",""catalogNumber"":""S-A161-166"",""higherGeography"":""Europe; Sweden; Södermanland; Aspö"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland; Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark."",""verbatimLocality"":""Södermanland; Aspö sn, Aspön, 1700 m V om Aspö kyrka, 800 m SO om Säby, 350 m V om Bädarn, 50 m V om väg 55, hagmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.48""}","{""locationDisplayLabel"":""Aspö kyrka, Säby, Bädarn"",""verbatimTokens"":[""Södermanland"",""Aspö sn"",""Aspön"",""Aspö kyrka"",""Säby"",""Bädarn""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Bomhus kyrka, Furuviksvägen, Signalberget",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-116"",""catalogNumber"":""S-A161-116"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, Bomhus, 800 m SO om Bomhus kyrka, 150 m N om Furuviksvägen, \""Signalberget\"", hällmark."",""verbatimLocality"":""Gästrikland: Valbo sn, Bomhus, 800 m SO om Bomhus kyrka, 150 m N om Furuviksvägen, \""Signalberget\"", hällmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Bomhus kyrka, Furuviksvägen, Signalberget"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Bomhus kyrka"",""Furuviksvägen"",""Signalberget""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Bomhus kyrka, Furuviksvägen, Signalberget",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-115"",""catalogNumber"":""S-A161-115"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, Bomhus, 850 m SSO om Bomhus kyrka, 50 m N om Furuviksvägen, S om \""Signalberget\"", vid stig, barrskog."",""verbatimLocality"":""Gästrikland: Valbo sn, Bomhus, 850 m SSO om Bomhus kyrka, 50 m N om Furuviksvägen, S om \""Signalberget\"", vid stig, barrskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Bomhus kyrka, Furuviksvägen, Signalberget"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Bomhus kyrka"",""Furuviksvägen"",""Signalberget""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Björsjö, Björsjökyrkan, Sikvik, Vårvik",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-135"",""catalogNumber"":""S-A161-135"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 4100 m O-ONO om Bomhus, Björsjö, Björsjökyrkan, 350 m SO om Sikvik, fyren, Vårvik, klippäng."",""verbatimLocality"":""Gästrikland: Valbo sn, 4100 m O-ONO om Bomhus, Björsjö, Björsjökyrkan, 350 m SO om Sikvik, fyren, Vårvik, klippäng."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Björsjökyrkan, Sikvik, Vårvik"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Björsjö"",""Björsjökyrkan"",""Sikvik"",""Vårvik""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Bomhus, Bomhus kyrka, Furuviksvägen, Signalberget",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-121"",""catalogNumber"":""S-A161-121"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, Bomhus, 750 m SO om Bomhus kyrka, 200 m N om Furuviksvägen, N om \""Signalberget\"", vid stig, fuktig barrskog."",""verbatimLocality"":""Gästrikland: Valbo sn, Bomhus, 750 m SO om Bomhus kyrka, 200 m N om Furuviksvägen, N om \""Signalberget\"", vid stig, fuktig barrskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Bomhus kyrka, Furuviksvägen, Signalberget"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Bomhus"",""Bomhus kyrka"",""Furuviksvägen"",""Signalberget""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Mårtsbo, Melins, Hobäcktjärnens N-ände, Grinduga",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-127"",""catalogNumber"":""S-A161-127"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 4550 m NNO om Mårtsbo, Melins, observatorium, 2150 m NNV om Hobäcktjärnens N-ände, SO om Grinduga, strax N om grusväg, vid ödetomt, gräsmark."",""verbatimLocality"":""Gästrikland: Valbo sn, 4550 m NNO om Mårtsbo, Melins, observatorium, 2150 m NNV om Hobäcktjärnens N-ände, SO om Grinduga, strax N om grusväg, vid ödetomt, gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Melins, Hobäcktjärnens N-ände, Grinduga"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Mårtsbo"",""Melins"",""Hobäcktjärnens N-ände"",""Grinduga""]}"
GBIF,s-fbo,"Gästrikland, Valbo sn, Mårtsbo, Melins, Hobäcktjärnens N-ände, Grinduga",60.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-129"",""catalogNumber"":""S-A161-129"",""higherGeography"":""Europe; Sweden; Gästrikland; Valbo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Valbo sn, 4550 m NNO om Mårtsbo, Melins, observatorium, 2150 m  NNV om Hobäcktjärnens N-ände, SO om Grinduga, strax N om grusväg, vid ödetomt, gräsmark."",""verbatimLocality"":""Gästrikland: Valbo sn, 4550 m NNO om Mårtsbo, Melins, observatorium, 2150 m  NNV om Hobäcktjärnens N-ände, SO om Grinduga, strax N om grusväg, vid ödetomt, gräsmark."",""decimalLatitude"":""17.00"",""decimalLongitude"":""60.00""}","{""locationDisplayLabel"":""Melins, Hobäcktjärnens N-ände, Grinduga"",""verbatimTokens"":[""Gästrikland"",""Valbo sn"",""Mårtsbo"",""Melins"",""Hobäcktjärnens N-ände"",""Grinduga""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-207"",""catalogNumber"":""S-A161-207"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om  Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om  Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Finntorp",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-202"",""catalogNumber"":""S-A161-202"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, grusmark."",""verbatimLocality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, grusmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kil sn, Kils kyrka, Finntorp"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Finntorp""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-203"",""catalogNumber"":""S-A161-203"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, fuktig gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, fuktig gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-205"",""catalogNumber"":""S-A161-205"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, KIls kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-206"",""catalogNumber"":""S-A161-206"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3700 m NNV om KIls kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""verbatimLocality"":""Närke: Kil sn, 3700 m NNV om KIls kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, västra sidan av grusväg, hygge, blöt gräsmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""KIls kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""KIls kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Lockhyttan, Vinterhagen",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-209"",""catalogNumber"":""S-A161-209"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, östra sidan av grusväg, vägkant."",""verbatimLocality"":""Närke: Kil sn, 3700 m NNV om Kils kyrka, 1800 m SO om Lockhyttan, Vinterhagen, under kraftledning, östra sidan av grusväg, vägkant."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kils kyrka, Lockhyttan, Vinterhagen"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Lockhyttan"",""Vinterhagen""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Finntorp",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-200"",""catalogNumber"":""S-A161-200"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, vid liten vattensamling i grusmark."",""verbatimLocality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 500 m VSV om Finntorp, mellan grustäkt och byggnader, vid liten vattensamling i grusmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kil sn, Kils kyrka, Finntorp"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Finntorp""]}"
GBIF,s-fbo,"Södermanland, Botkyrka sn, Botkyrka kyrka, Tullinge kyrka, Tullingeberg",59.00,17.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-191"",""catalogNumber"":""S-A161-191"",""higherGeography"":""Europe; Sweden; Södermanland; Botkyrka"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Södermanland"",""locality"":""Södermanland: Botkyrka sn, 6000 m VSV om Botkyrka kyrka, 1350 m O-OSO om Tullinge kyrka, Tullingeberg, berg, sydbrant, blandskog."",""verbatimLocality"":""Södermanland: Botkyrka sn, 6000 m VSV om Botkyrka kyrka, 1350 m O-OSO om Tullinge kyrka, Tullingeberg, berg, sydbrant, blandskog."",""decimalLatitude"":""17.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Botkyrka kyrka, Tullinge kyrka, Tullingeberg"",""verbatimTokens"":[""Södermanland"",""Botkyrka sn"",""Botkyrka kyrka"",""Tullinge kyrka"",""Tullingeberg""]}"
GBIF,s-fbo,"Närke, Kil sn, Kils kyrka, Finntorp",59.00,15.00,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S-A161-192"",""catalogNumber"":""S-A161-192"",""higherGeography"":""Europe; Sweden; Närke; Kil"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Närke"",""locality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 600 m VSV om Finntorp, grustäkt, grusmark."",""verbatimLocality"":""Närke: Kil sn, 2050 m N-NNO om Kils kyrka, 600 m VSV om Finntorp, grustäkt, grusmark."",""decimalLatitude"":""15.00"",""decimalLongitude"":""59.00""}","{""locationDisplayLabel"":""Kil sn, Kils kyrka, Finntorp"",""verbatimTokens"":[""Närke"",""Kil sn"",""Kils kyrka"",""Finntorp""]}"
